class_id,arch_type,eval_strat,views,edge_similarity_mean,ldc_ssim_mean,ldc_haus_mean,ssim_mean,color_moment_distance_mean,histogramm_distance_mean,lpips_score_mean,depthanything_mae_mean,depthanything_spear_mean,dpt_mae_mean,dpt_spear_mean,n_pairs,tta_accuracy,tta_avg_confidence,tta_mean_entropy
0,CNN,tpt,8,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.3173913043478261,0.27425273651928284,1.7347562636503782
0,CNN,tpt,8,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.2956521739130435,0.26828171564240383,1.7731743658457593
0,CNN,tpt,8,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.3695652173913043,0.30153472329605036,2.243409667256894
0,CNN,tpt,8,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.3826086956521739,0.30447115745337217,2.3078427616958703
0,CNN,vanilla,8,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.30434782608695654,0.20071183692400707,2.995023940180731
0,CNN,vanilla,8,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.29130434782608694,0.19490823004706054,3.058060703321023
0,CNN,vanilla,8,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.3695652173913043,0.21807512729757708,3.429287311993341
0,CNN,vanilla,8,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.3652173913043478,0.2129931639758465,3.4473074725940873
0,CNN,zero,8,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.41739130434782606,0.3695652173913043,0.2591767718615447
0,CNN,zero,8,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.4217391304347826,0.3652173913043478,0.28328623901145583
0,CNN,zero,8,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.34782608695652173,0.3065217391304348,0.28328623901145594
0,CNN,zero,8,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.33043478260869563,0.28695652173913044,0.30136833937388924
0,CNN,tpt,16,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.30869565217391304,0.29392707029939885,1.4228325995440279
0,CNN,tpt,16,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.3652173913043478,0.3274123339390727,1.4660157792706583
0,CNN,tpt,16,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.40869565217391307,0.33386888743179555,2.0060452888903866
0,CNN,tpt,16,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.3782608695652174,0.3203020241308917,2.0146562592650694
0,CNN,vanilla,16,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.3217391304347826,0.20877538742295101,3.0396622829622233
0,CNN,vanilla,16,0.7670188724332385,0.4237053191460501,43.149371096868855,0.2570750068873167,0.29979910543395416,0.4219350918547975,0.7190634882118967,0.1667368402145803,0.5490057078610607,0.23266528721691834,0.3383212994337583,900,0.30434782608695654,0.20465903213442527,3.0555121843496225
